Rank,Priorytet,Score,Firma,Relacja,Segment,Kanał,Województwo,Miasto,Skala,Email,Telefon,Osoba/Dział decyzyjny,Stanowisko,WWW,Adres,NIP,KRS,Produkty/marki,Status,Owner,Następny krok,Uzasadnienie potencjału,Źródła,Uwagi
332,C — weryfikacja i nurturing,80,Marki,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,kontakt@hitelektro.pltel,,,,https://www.hitelektro.pl,32-100 | Proszowice,,,"""Gerui"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Gerui"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://www.hitelektro.pl/producers.php,Weryfikacja: None
333,C — weryfikacja i nurturing,80,160L – AIR CHAMP PRO,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Świdnik,Nieustalona,biuro@ironman4x4.pl,81 440 64 25,,,https://www.ironman4x4.pl,"21-040 Świdnik, Polska",,,"""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://www.ironman4x4.pl/160l-air-champ-pro/,Weryfikacja: None
334,C — weryfikacja i nurturing,80,Francja - MachineryZone,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,,,,,https://www.machineryzone.pl,,,,"""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://www.machineryzone.pl/pros/list/1-francja_auvergne-rhone-alpes.html,Weryfikacja: None
335,C — weryfikacja i nurturing,80,WYŁĄCZNIK PŁYWAKOWY CHAMP 2 - 5 M KAB. Doepke ...,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,sklep@e-domus.com.pl,,,,https://e-domus.com.pl,95-044,,,"""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://e-domus.com.pl/narzedzia-i-mierniki/pompy/wylacznik-plywakowy-champ-2-5-m-kab-doepke-dn-09921006,Weryfikacja: None
336,C — weryfikacja i nurturing,80,Katalog profesjonalistów rolniczych - strona 2,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,,,,,https://www.agriaffaires.pl,,,,"""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://www.agriaffaires.pl/pros/list/2-francja_bretagne/a-dealer-dystrybutor.html,Weryfikacja: None
337,C — weryfikacja i nurturing,80,"Champ-Richer szampon dla psów puszysta sierść, 250 ml",Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,,,,,https://www.drmax.pl,,,,"""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://www.drmax.pl/champ-richer-champion-szampon-puszysta-siersc-250-ml,Weryfikacja: None
338,C — weryfikacja i nurturing,80,STALCO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWO-AKCYJNA,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,SKAWINA,Mały,info@stalco.uk,12 350 04 10,,,https://stalco.pl,"OFIAR KATYNIA 1, 32-050 SKAWINA",6792455066,,"""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://stalco.pl/,Weryfikacja: VIES
339,C — weryfikacja i nurturing,80,Helikopter do skręcania z narzędziami,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Łódź,Nieustalona,info@korob.plkorob.pl,,,,https://korob.pl,90-447 Łódź,,,"""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://korob.pl/product-pol-544515-Helikopter-do-skrecania-z-narzedziami.html,Weryfikacja: None
340,C — weryfikacja i nurturing,80,Publiczność wybrała Inter-Vax,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Żnin,Nieustalona,autoserwis@inter-vax.pl,668 319 615,,,https://www.inter-vax.pl,"ul. Dworcowa 29, 88-400 Żnin",,,"""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://www.inter-vax.pl/index.php/aktualnosci/266-publicznosc-wybrala-inter-vax.html,Weryfikacja: None
341,C — weryfikacja i nurturing,80,Cennik,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Kraków,Nieustalona,,512-296-232,,,http://www.tales.pl,| Bank: BNP Paribas | Nr rachunku: 74 1750 1048 0000 0000 1373 6863 | Tales sp. z o.o. | ul. Półłanki 80 | 30-740 Kraków |,,,"""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Champ"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",http://www.tales.pl/cennik.html,Weryfikacja: None
342,C — weryfikacja i nurturing,80,BEMAG K. WOŁOSZYN SPÓŁKA KOMANDYTOWA,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,GUTOWO WIELKIE,Mały,biuro@bemag.pl,+48 796 363 606,,,https://bemag.pl,"GUTOWO WIELKIE 26 MA, 62-302 GUTOWO WIELKIE",7891798278,,"""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://bemag.pl/maszynka-do-malowania-pisanek,Weryfikacja: VIES
343,C — weryfikacja i nurturing,80,CIASTOLINA MASZYNKA DO LODÓW /12 ZD503,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Góraszka,Nieustalona,info@proeximp.com.pl,12 1417270,,,http://www.proeximp.com.pl,Ul. Krótka 1 | 05-462 Góraszka,0557505576,,"""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",http://www.proeximp.com.pl/ciastolina-maszynka-do-lodow-12-zd503,Weryfikacja: None
344,C — weryfikacja i nurturing,80,Andis Superliner model RT-1 angel maszynka trymer ...,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Międzyrzecz,Nieustalona,shop@fryzomania.pl,95 880 00 35,,,https://www.fryzomania.pl,Fryzomania Sp. z o.o. | 66-300 Międzyrzecz | Osiedle Centrum 3 | NIP 5961764356 | REGON 521830072 | KRS 0000968379,,,"""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://www.fryzomania.pl/andis-superliner-model-rt-1-angel-maszynka-trymer-przewodowy-do-strzyzenia-wlosow.html?srsltid=AfmBOooXsEIXcF4Ey_CK_cJw-8FXOLWXbEH-ecynNJfzeqL3fwOYjI4C,Weryfikacja: None
345,C — weryfikacja i nurturing,80,laparis-hurtownia.pl,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,laparishurtownia@gmail.com,602184474,,,https://www.laparis-hurtownia.pl,| | | | | |,,,"""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://www.laparis-hurtownia.pl/,Weryfikacja: None
346,C — weryfikacja i nurturing,80,zestawienie urzadzen do karboksyterapii - biznes dla managera,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Warszawa,Nieustalona,sklep@beinspiration.pl,609 110 800,,,https://beinspiration.pl,01-355 Warszawa,,,"""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Angel"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystry",https://beinspiration.pl/zestawienie-urzadzen-do-karboksyterapii/,Weryfikacja: None
347,C — weryfikacja i nurturing,80,"HORST SPÓŁKA CYWILNA ANNA KRAWCZYK, KRZYSZTOF PŁACZKIEWICZ",Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,CZĘSTOCHOWA,Mały,horst@horstsc.pl,+48 721-555-050,,,https://horstsc.pl,"WARSZAWSKA 106A, 42-200 CZĘSTOCHOWA",9492162686,,"""Atomic"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Atomic"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr",https://horstsc.pl/pl/c/cat/71/146/4/3/pricefrom/0.48/priceto/300?srsltid=AfmBOorx_0uhJdxrewJPhKBAt2D7Vg11JS9yg7NqDJTZ8dnKEp5Y7C16,Weryfikacja: VIES
348,C — weryfikacja i nurturing,80,"DYNAMIC, VIKING, FOREST GREEN, 30 ML",Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Warszawa,Nieustalona,realizacja@arstattoo.pl,+48 601 427 877,,,https://arstattoo.pl,04-188 Warszawa,,,"""Atomic"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Atomic"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr","https://arstattoo.pl/dynamic-viking-forest-green-30-ml,3,14438,15123",Weryfikacja: None
349,C — weryfikacja i nurturing,80,Amici Group: Sklep i Hurtownia Groomerska | Szkolenia ...,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Wrocław,Nieustalona,szymongroomer@wp.pl,519 433 609,,,https://amicigroup.pl,53-234 Wrocław,,,"""Korona"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Korona"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr",https://amicigroup.pl/?srsltid=AfmBOoqXXQgMiT86CtxbQCGoEwnGT6561I52V9Iij7qyeOWuIWg-R02V,Weryfikacja: None
350,C — weryfikacja i nurturing,70,AGATA SĘKOWSKA,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,LUBLIN,Mały,sklep@bletki.com,881 253 854,,,https://cannmedia.pl,"FRANCISZKA STEFCZYKA 32 M3, 20-151 LUBLIN",9462453893,,"""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr",https://cannmedia.pl/,Weryfikacja: VIES
351,C — weryfikacja i nurturing,70,"Kurjer Warszawski. R. 117, 1937, no 230 + dod. - CRISPA",Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,,,,,https://crispa.uw.edu.pl,,,,"""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr",https://crispa.uw.edu.pl/object/files/209536/display/JPEG,Weryfikacja: None
352,C — weryfikacja i nurturing,70,Biuletyn,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Warszawa,Nieustalona,centrum.kontaktowe@uprp.gov.plcontact.center,22 579 05 55,,,https://uprp.gov.pl,Kod pocztowy dla przesyłek kurierskich: 00-608 Warszawa,,,"""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr",https://uprp.gov.pl/sites/default/files/bup/2026/Znaki%20towarowe/03_9-13/zt09_2026.pdf,Weryfikacja: None
353,C — weryfikacja i nurturing,70,Winston,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,przykasowe@interia.pl,720808444,,,https://przykasowe.pl,,,,"""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr",https://przykasowe.pl/374-winston,Weryfikacja: None
354,C — weryfikacja i nurturing,70,PARROT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,KRAKÓW,Mały,920sklep@sklepcarmen.pl,798 820 920,,,https://sklepcarmen.pl,"LIPOWA 3D, 30-702 KRAKÓW",6772450396,,"""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr",https://sklepcarmen.pl/produkty?price_from=&p=33,Weryfikacja: VIES
355,C — weryfikacja i nurturing,70,tu nie ma błędów.,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,rzeznik@mieso.com.plk,794 250 794,,,https://mieso.com.pl,,,,"""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr",https://mieso.com.pl/pliki/wydania_internetowe/2026/322.pdf,Weryfikacja: None
356,C — weryfikacja i nurturing,70,ZYCIE BYTOMSKIE,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,,,,,https://sbc.org.pl,,,,"""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Matteo"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystr",https://sbc.org.pl/Content/290533/iv219997-2005-48-0001.pdf,Weryfikacja: None
357,C — weryfikacja i nurturing,80,Sigma 24-35 mm f/2.0 DG HSM,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,mm f/2-2.8 DI III VXD Sony E,Nieustalona,,,,,https://www.optyczne.pl,Obiektyw Tamron 35-150 mm f/2-2.8 DI III VXD Sony E,,,"""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb",https://www.optyczne.pl/8497-news-Sigma_24-35_mm_f_2.0_DG_HSM.html,Weryfikacja: None
358,C — weryfikacja i nurturing,80,PIAP_Niezbednik_Marketera_20...,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,,,,,https://piap-org.pl,,,,"""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb",https://piap-org.pl/media/publications/files/PIAP_Niezbednik_Marketera_2023.pdf,Weryfikacja: None
359,C — weryfikacja i nurturing,80,Posiedzenie Bady Naczelnej PSL,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Warszawa,Nieustalona,mbc@koszykowa.pl,22 537 40 92,,,http://mbc.cyfrowemazowsze.pl,00-950 Warszawa,,,"""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb",http://mbc.cyfrowemazowsze.pl/Content/60341/00062800%20-%20Gazeta%20Ludowa%201946%20nr%20232%20-%20P10125%20-%20Kopia.pdf,Weryfikacja: None
360,C — weryfikacja i nurturing,80,GSL P 31737 IV,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,,,,,https://bibliotekacyfrowa.pl,,,,"""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb",https://bibliotekacyfrowa.pl/Content/15766/PDF/document.pdf,Weryfikacja: None
361,C — weryfikacja i nurturing,80,Wojna wybuchnie m >dzień!,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Toruń,Nieustalona,kpbc@umk.pl,56 611 2213,,,http://kpbc.umk.pl,"Biblioteka Uniwersytecka w Toruniu | ul. Gagarina 13, 87-100 Toruń, POLSKA | 87-100 Toruń",,,"""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb",http://kpbc.umk.pl/Content/210760/PDF/Czasopisma_POPC_009_209_nr_225_HD_009.pdf,Weryfikacja: None
362,C — weryfikacja i nurturing,80,Informacja Prasowa Naczelnej Rady Odbudowy Warszawy ...,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,Warsaw,Nieustalona,cyfr.bg@pw.edu.pl,,,,http://bcpw.bg.pw.edu.pl,| Main Library | of Warsaw University of Technology | pl. Politechniki 1 | 00-661 Warsaw,,,"""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb",http://bcpw.bg.pw.edu.pl/Content/8316/ip46.pdf,Weryfikacja: None
363,C — weryfikacja i nurturing,80,www.cbw.pl,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,,,Nieustalona,,,,,https://zbrojownia.cbw.wp.mil.pl,,,,"""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb | Nabijarki & Zwijarki",Nowy,BILLS — hurt@bills.pl,"Zweryfikować dane, produkty i status B2B przed kontaktem","Zidentyfikowany dystrybutor/sprzedawca marki: ""Zorr"" (nabijarka OR maszynka OR gilzy) hurtownia OR dystryb",https://zbrojownia.cbw.wp.mil.pl/Content/5059/04096_INW_380_1939_NR_12.pdf?handler=pdf,Weryfikacja: None
