WP,wielkopolskie,województwo,,2023,PL-A-WP-001,A1,BILLS SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ,PL,Ostrzeszów,"ul. Ignacego Daszyńskiego 31, 63-500",PL5140361901,KRS 0001074645,https://www.bills.pl,brak,finanse@bills.pl,+48 62 586 07 38,brak,brak,brak,,wyłączność,"PowerMatic, SMOKS tobacco aromas, Intenze e-liquid",nie,Polska producent (PowerMatic via PL/CCE exclusive),duży 🟢,exclusive PL+CEE (BILLS),bills.pl,brak,n/a,n/a,Marceli,właściciel/CEO,KRS API + NIP + www.bills.pl + VIES,2026-08-10,QS: 90/100 | 2026-08-10 ✅ FROZEN (API),✅🐋,duży
XX,nieznany,nieznany,,,HR-B-XX-011,B4,HRVATSKI DUHANI D.D.,HR,Virovitica,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,033 730 660,,,,,,,,,,,,,,Renato Balen,Direktor,hrvatski_duhani@bat.com,europages web search 2026-08-10,2026-08-10,QS: 33/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,Harju maakond,maakond,"LT-B-KA-001,LV-B-XX-001",,EE-B-XX-001,B8,OÜ SANITEX,EE,Rae küla,"Graniidi 1, EE-75310",EE101376895,e-Äriregister 11931003,https://sanitex.eu,brak,brak,+372 622 6399,brak,sanitex,brak,,reseller,nie,nie,Europa + Azja,duży 🟢,hurtownia + logistyka,5,wysoki,brak,brak,brak,sanitex.eu,KRS API / CEIDG API + web search 2026-08-10,2026-08-10,QS: 85/100 | 🐋 2026-08-10 ✅ FROZEN (API),Siostra UAB SANITEX (LT). Wspólny właściciel. Razem z LT i LV = 1 partner na 3 kraje bałtyckie ⚠️ DO-WERYFIKACJI,mały
XX,Harju maakond,maakond,,,EE-B-XX-002,B8,Nicorex Baltic OÜ,EE,Tallinn,Harju maakond,EE101602462,e-Äriregister 11246738,do ustalenia,,,,,,,,,,,,,,,,,,,,KRS API / CEIDG API + web search 2026-08-10,2026-08-10,QS: 80/100 | 2026-08-10 ✅ FROZEN (API),Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,Harju maakond,maakond,,,EE-B-XX-003,B8,Coop Eesti Keskühistu,EE,Tallinn,"Harju maakond, Rae vald, Soodevahe küla, Suur-Sõjamäe tn 70",EE100200263,e-Äriregister 10093971,do ustalenia,,,,,,,,,,,,,,,,,,,,KRS API / CEIDG API + web search 2026-08-10,2026-08-10,QS: 80/100 | 2026-08-10 ✅ FROZEN (API),Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,Harju maakond,maakond,,,EE-B-XX-004,B8,Aktsiaselts Kaupmees & Ko,EE,Tallinn,"Harju maakond, Tallinn, Lasnamäe linnaosa, Sepise tn 7",EE100175783,e-Äriregister 10347466,do ustalenia,,,,,,,,,,,,,,,,,,,,KRS API / CEIDG API + web search 2026-08-10,2026-08-10,QS: 80/100 | 2026-08-10 ✅ FROZEN (API),Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,Harju maakond,maakond,,,EE-B-XX-005,B8,Eugesta Eesti OÜ,EE,Tallinn,"Harju maakond, Rae vald, Lehmja küla, Rukki tee 5",EE100048881,e-Äriregister 10028896,do ustalenia,,,,,,,,,,,,,,,,,,,,KRS API / CEIDG API + web search 2026-08-10,2026-08-10,QS: 80/100 | 2026-08-10 ✅ FROZEN (API),Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,Harju maakond,maakond,,,EE-B-XX-006,B8,Aktsiaselts Tallink Duty Free,EE,Tallinn,"Harju maakond, Tallinn, Kesklinna linnaosa, Sadama tn 7",EE100220641,e-Äriregister 10179520,do ustalenia,,,,,,,,,,,,,,,,,,,,KRS API / CEIDG API + web search 2026-08-10,2026-08-10,QS: 80/100 | 2026-08-10 ✅ FROZEN (API),Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,Harju maakond,maakond,,,EE-B-XX-007,B8,Philip Morris Eesti,EE,Tallinn,"Harju maakond, Tallinn, Kesklinna linnaosa, Maakri tn 23a",EE100272521,e-Äriregister 10030798,do ustalenia,,,,,,,,,,,,,,,,,,,,KRS API / CEIDG API + web search 2026-08-10,2026-08-10,QS: 80/100 | 2026-08-10 ✅ FROZEN (API),Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,Harju maakond,maakond,,,EE-B-XX-008,B4,CigarHouse.ee (Sigarimaja),EE,Tallinn,do ustalenia,do weryfikacji,do weryfikacji,https://cigarhouse.ee/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 43/100 | 2026-08-10 ⚠️ DO-WERYFIKACJI (API),Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,Harju maakond,maakond,,,EE-B-XX-009,B4,Hinnapomm Eesti OÜ,EE,Tallinn,do ustalenia,do weryfikacji,do weryfikacji,https://hinnapomm.ee/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 43/100 | 2026-08-10 ⚠️ DO-WERYFIKACJI (API),Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,Harju maakond,maakond,,,EE-B-XX-010,B4,Fruit Xpress OÜ,EE,Tallinn,"Harju maakond, Jõelähtme vald, Loo alevik, Niidu tee 1",EE101350167,e-Äriregister 11471375,do ustalenia,,,,,,,,,,,,,,,,,,,,KRS API / CEIDG API + web search 2026-08-10,2026-08-10,QS: 80/100 | 2026-08-10 ✅ FROZEN (API),Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-001,B8,Logista France,FR,Vincennes,"27 avenue des murs du parc, 94300",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,douane.gouv.fr 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-002,B8,COPROVA SAS,FR,Paris,"171 avenue Jean Jaurès, 75927",do weryfikacji,do weryfikacji,Direction.Generale@coprova.com,,,,,,,,,,,,,,,,,,,,douane.gouv.fr 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-003,B8,Davidoff of Geneva France,FR,Colombes,"42 avenue Kléber, 92700",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,douane.gouv.fr 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-004,B8,SODITAB SA (La SPF),FR,Paris,"11 rue Yvon Villarceau, 75116",do weryfikacji,do weryfikacji,soditab@laspf.com,,,,,,,,,,,,,,,,,,,,douane.gouv.fr 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-005,B4,Bouttier SAS,FR,Auch,"3 rue Van Gogh, Z.I. d'Engachies, 32020",do weryfikacji,do weryfikacji,bouttier@bouttier.fr,,,,,,,,,,,,,,,,,,,,nkm.fr 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-006,B4,Mercier SAS,FR,Châtenoy-le-Royal,"Zone verte, Route des Varennes, 71880",do weryfikacji,do weryfikacji,francis@mercier.fr,,,,,,,,,,,,,,,,,,,,nkm.fr 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-007,B4,PIPAL SA,FR,Illkirch-Graffenstaden,"8 rue Denis Papin, 67400",do weryfikacji,do weryfikacji,cdiana@pipal.fr,,,,,,,,,,,,,,,,,,,,nkm.fr 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-008,B4,SOCOPI SAS,FR,Le Rheu,"82 route Nationale, BP 65135, 35651",do weryfikacji,do weryfikacji,socopi@socopi.fr,,,,,,,,,,,,,,,,,,,,nkm.fr 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-009,B4,PW Distribution,FR,(do ustalenia),distributeur feuilles à rouler,do weryfikacji,do weryfikacji,https://www.pw-distribution.fr/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-010,B4,Société des Pipes Butz-Choquin,FR,Saint-Claude,"2 ter rue du Plan du Moulin, 39205",do weryfikacji,do weryfikacji,butz-choquin@butz-choquin.com,,,,,,,,,,,,,,,,,,,,nkm.fr 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,FR-B-XX-011,B4,Grossiste Presse Tabac (GTP),FR,(do ustalenia),do ustalenia,do weryfikacji,do weryfikacji,https://www.grossiste-presse-tabac.fr/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
KA,Kauno apskritis,apskritis,"LV-B-XX-001,EE-B-XX-001",1992,LT-B-KA-001,B8,UAB SANITEX,LT,Kaunas,"Raudondvario pl. 131C, LT-47501",LT104434917,JAR 110443493,https://sanitex.eu,brak,brak,+370 37 401111,brak,sanitex,brak,,reseller,nie,nie,Europa + Azja,duży 🟢,hurtownia + logistyka,5,wysoki,Ramūnas Kairys,CEO/dyrektor,brak,rekvizitai.vz.lt + web search,KRS API / CEIDG API + web search 2026-08-10,2026-08-10,QS: 85/100 | 🐋 2026-08-10 ✅ FROZEN (API),"🐋 NAJWIĘKSZY hurtownia/dystrybutor na Litwie i Łotwie. 1239 pracowników, kapitał 4.4M EUR, 500+ producentów, 35k+ klientów. PKD 46.39.00 (hurt żywności/napojów/tytoniu niewyspecjalizowana). Rejestracja 1992. CEO Ramūnas Kairys. POSIADA SISTER FIRMS: SIA SANITEX (LV), OÜ SANITEX (EE) - 1 partner = 3 kraje bałtyckie ⚠️ DO-WERYFIKACJI",mały
XX,nieznany,nieznany,,,LT-B-XX-002,B8,Philip Morris Baltic UAB,LT,Vilnius,"Jogailos g. 4, LT-01116",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,nace.lursoft.lv 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LT-B-XX-003,B8,Tridens UAB,LT,Vilnius,do ustalenia,do weryfikacji,do weryfikacji,https://tridens.lt/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LT-B-XX-004,B4,UAB Tabakininkas,LT,Vilnius,"Giedraičių g. 39-R53, LT-09302",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,nace.lursoft.lv 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LT-B-XX-005,B4,UAB SparkTea,LT,Vilnius,"Perkūnkiemio g. 19, LT-12120",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,nace.lursoft.lv 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LT-B-XX-006,B4,UAB Vape B2B,LT,Kaunas,"Jonavos g. 278, LT-44131",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,nace.lursoft.lv 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LT-B-XX-007,B4,"UAB ""Europos tabakas""",LT,Panevėžys,"Medžiotojų g. 9, LT-37176",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,nace.lursoft.lv 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LT-B-XX-008,B4,"UAB ""Europinis tabakas""",LT,Panevėžys,"Medžiotojų g. 9, LT-37176",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,nace.lursoft.lv 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LT-B-XX-009,B4,Mr Distributors MB,LT,Klaipėda,"Vaidaugų g. 11-13, LT-95219",do weryfikacji,do weryfikacji,http://mrshop.lt,,,,,,,,,,,,,,,,,,,,rekvizitai.vz.lt 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LT-B-XX-010,B4,UAB DF Baltic,LT,Vilnius,"Kalvarijų g. 125, LT-08221",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,nace.lursoft.lv 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,Ķekavas novads,novads,"LT-B-KA-001,EE-B-XX-001",,LV-B-XX-001,B8,SIA SANITEX,LV,Rāmava (Ķekavas novads),"Liepu aleja 4, LV-2111",LV40003166842,UR 40003166842,https://sanitex.eu,brak,brak,+371 670 48400,brak,sanitex,brak,,reseller,nie,nie,Europa + Azja,duży 🟢,hurtownia + logistyka,5,wysoki,brak,brak,brak,sanitex.eu,KRS API / CEIDG API + web search 2026-08-10,2026-08-10,QS: 85/100 | 🐋 2026-08-10 ✅ FROZEN (API),Siostra UAB SANITEX (LT). Wspólny właściciel. Razem = kanał na Litwę + Łotwę ⚠️ DO-WERYFIKACJI,mały
XX,nieznany,nieznany,,,LV-B-XX-002,B8,Tabakas Nams Grupa SIA (TNG),LV,Rīga,"Meistaru 5, Piņķi, LV-2107",do weryfikacji,do weryfikacji,https://tng.lv/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LV-B-XX-003,B8,Greis SIA,LV,Liepāja,"Cukura 27, LV-3414",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,firmas.lv 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LV-B-XX-004,B4,Philip Morris Latvia SIA,LV,Rīga,"Krišjāņa Valdemara Street 62, LV-1013",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,pmi.com 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LV-B-XX-005,B4,G & P Tobacco SIA,LV,Rīga,"Krišjāņa Barona 32, LV-1011",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,firmas.lv 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LV-B-XX-006,B4,Imperial Tobacco Latvia,LV,Rīga,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,firmas.lv 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LV-B-XX-007,B4,JTI Latvia,LV,Rīga,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,firmas.lv 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LV-B-XX-008,B4,Rasta 1 SIA,LV,Rīga,"Krustpils iela 121A, Rīga",do weryfikacji,do weryfikacji,https://www.rasta1.eu/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LV-B-XX-009,B4,Tabakeria.lv,LV,Rīga,do ustalenia,do weryfikacji,do weryfikacji,https://tabakeria.lv/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,LV-B-XX-010,B4,SIA Philip Morris,LV,Rīga,Zigfrīda Annas Meierovica bulvāris 16,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,firmas.lv 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,MD-B-XX-001,B8,Tutun CTC SA,MD,Chișinău,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.md 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,MD-B-XX-002,B8,Tutun Premium SRL ICS,MD,Chișinău,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.md 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,MD-B-XX-003,B8,JT International Trading SRL,MD,Chișinău,"Ialoveni, bd. Moscow 11/8",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.md 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,MD-B-XX-004,B8,International Tobacco SRL,MD,Orhei,"Republic of Moldova, Orhei city",do weryfikacji,do weryfikacji,https://internationaltobacco.md/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,MD-B-XX-005,B4,Premier Dialog SRL (Casa del Tabaco),MD,Chișinău,"str. Columna, 170, MD2004",do weryfikacji,do weryfikacji,https://tabakmd.com,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,MD-B-XX-006,B4,Tobacco Global Corporation SRL,MD,Chișinău,"strada Uzinelor, MD-2023",do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,trademo.com 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,MD-B-XX-007,B4,Parse - Tutun SRL,MD,Orhei,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.md 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,MD-B-XX-008,B4,Olvic Impex SRL,MD,Chișinău,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.md 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,MD-B-XX-009,B4,Comolco SRL,MD,Chișinău,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.md 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,MD-B-XX-010,B4,Philip Morris Sales & Marketing SRL,MD,Chișinău,str. Nicolae Dimo 21/3,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,trademo.com 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-001,B8,Tobacco Trading International RO SRL (Pöschl),RO,Oradea,"Strada Sovata, Nr 14, 410290",do weryfikacji,do weryfikacji,https://ttiro.ro/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-002,B8,Brands International,RO,București,do ustalenia,do weryfikacji,do weryfikacji,https://www.brandsinternational.ro/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-003,B4,JPB Trade SRL,RO,București,sector 1,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.ro 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-004,B4,Coliseum SA,RO,Craiova,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.ro 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-005,B4,Angrosistul SRL,RO,Buzău,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.ro 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-006,B4,Vincom Distribution SRL,RO,Brașov,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.ro 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-007,B4,Luxury Gifts SRL,RO,București,do ustalenia,do weryfikacji,do weryfikacji,https://scluxurygifts.ro/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-008,B4,Tobacco International Import Export SRL,RO,București,sector 6,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.ro 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-009,B4,TDG Prodimpex SRL,RO,Buzău,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.ro 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-010,B4,PrimoNet (Primonet),RO,București,do ustalenia,do weryfikacji,do weryfikacji,https://primonet.ro/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,RO-B-XX-011,B4,Corretto Roastery SRL,RO,Constanța,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.ro 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,SK-B-XX-001,B8,DL Lauko s.r.o.,SK,Bratislava,do ustalenia,do weryfikacji,do weryfikacji,https://www.lauko.sk/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,SK-B-XX-002,B8,GGT a.s. (Slovakia),SK,Bratislava,"Stará Vajnorská 9, 83104",do weryfikacji,do weryfikacji,https://ggtshop.sk/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,SK-B-XX-003,B8,M+M Tabak (M+M Tabak s.r.o.),SK,Nitra,distribution Nitra + Prešov,do weryfikacji,do weryfikacji,https://www.mplusm.sk/,,,,,,,,,,,,,,,,,,,,web search 2026-08-10,2026-08-10,QS: 35/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
XX,nieznany,nieznany,,,SK-B-XX-004,B4,Imperial Tobacco Slovakia a.s.,SK,Bratislava,do ustalenia,do weryfikacji,do weryfikacji,do ustalenia,,,,,,,,,,,,,,,,,,,,kompass.sk 2026-08-10,2026-08-10,QS: 28/100 | 2026-08-10 ⏳ PENDING_API,Starter set: web search 2026-08-10. Nip/rejestr do ustalenia.,
